1 , w1 , add , http://localhost:8983/solr/w1/ , b1 , commit :  true , status : 0 , QTime : 1173 , None , FileProcessing :  1390.22900391
1 , w9 , add , http://localhost:8983/solr/w9/ , b1 , commit :  true , status : 0 , QTime : 887 , None , FileProcessing :  895.673828125
None
2 , w9 , add , http://localhost:8983/solr/w9/ , b1 , commit :  true , status : 0 , QTime : 614 , None , FileProcessing :  619.521972656
None
3 , w9 , add , http://localhost:8983/solr/w9/ , b1 , commit :  true , status : 0 , QTime : 653 , None , FileProcessing :  657.638183594
None
4 , w9 , add , http://localhost:8983/solr/w9/ , b1 , commit :  true , status : 0 , QTime : 609 , None , FileProcessing :  612.442138672
None
5 , w9 , add , http://localhost:8983/solr/w9/ , b1 , commit :  true , status : 0 , QTime : 574 , None , FileProcessing :  577.647949219
None
1 , w10 , add , http://localhost:8983/solr/w10/ , b1 , commit :  true , status : 0 , QTime : 1250 , None , FileProcessing :  1259.05615234
None
2 , w10 , add , http://localhost:8983/solr/w10/ , b1 , commit :  true , status : 0 , QTime : 573 , None , FileProcessing :  576.806152344
None
3 , w10 , add , http://localhost:8983/solr/w10/ , b1 , commit :  true , status : 0 , QTime : 649 , None , FileProcessing :  653.110107422
None
4 , w10 , add , http://localhost:8983/solr/w10/ , b1 , commit :  true , status : 0 , QTime : 680 , None , FileProcessing :  683.638916016
None
5 , w10 , add , http://localhost:8983/solr/w10/ , b1 , commit :  true , status : 0 , QTime : 647 , None , FileProcessing :  650.3359375
None
1 , w11 , add , http://localhost:8983/solr/w11/ , b1 , commit :  true , status : 0 , QTime : 1675 , None , FileProcessing :  1683.36181641
None
2 , w11 , add , http://localhost:8983/solr/w11/ , b1 , commit :  true , status : 0 , QTime : 623 , None , FileProcessing :  627.864013672
None
3 , w11 , add , http://localhost:8983/solr/w11/ , b1 , commit :  true , status : 0 , QTime : 606 , None , FileProcessing :  609.898925781
None
4 , w11 , add , http://localhost:8983/solr/w11/ , b1 , commit :  true , status : 0 , QTime : 602 , None , FileProcessing :  605.388916016
None
5 , w11 , add , http://localhost:8983/solr/w11/ , b1 , commit :  true , status : 0 , QTime : 689 , None , FileProcessing :  692.919921875
None
1 , w12 , add , http://localhost:8983/solr/w12/ , b1 , commit :  true , status : 0 , QTime : 1657 , None , FileProcessing :  1664.87304688
None
2 , w12 , add , http://localhost:8983/solr/w12/ , b1 , commit :  true , status : 0 , QTime : 580 , None , FileProcessing :  584.012207031
None
3 , w12 , add , http://localhost:8983/solr/w12/ , b1 , commit :  true , status : 0 , QTime : 573 , None , FileProcessing :  577.169921875
None
4 , w12 , add , http://localhost:8983/solr/w12/ , b1 , commit :  true , status : 0 , QTime : 578 , None , FileProcessing :  581.869140625
None
5 , w12 , add , http://localhost:8983/solr/w12/ , b1 , commit :  true , status : 0 , QTime : 589 , None , FileProcessing :  593.533935547
None
1 , w13 , add , http://localhost:8983/solr/w13/ , b1 , commit :  true , status : 0 , QTime : 1351 , None , FileProcessing :  1359.5690918
None
2 , w13 , add , http://localhost:8983/solr/w13/ , b1 , commit :  true , status : 0 , QTime : 575 , None , FileProcessing :  580.465087891
None
3 , w13 , add , http://localhost:8983/solr/w13/ , b1 , commit :  true , status : 0 , QTime : 640 , None , FileProcessing :  643.750244141
None
4 , w13 , add , http://localhost:8983/solr/w13/ , b1 , commit :  true , status : 0 , QTime : 594 , None , FileProcessing :  598.576904297
None
5 , w13 , add , http://localhost:8983/solr/w13/ , b1 , commit :  true , status : 0 , QTime : 485 , None , FileProcessing :  488.681152344
None
1 , w14 , add , http://localhost:8983/solr/w14/ , b1 , commit :  true , status : 0 , QTime : 1885 , None , FileProcessing :  1893.52807617
None
2 , w14 , add , http://localhost:8983/solr/w14/ , b1 , commit :  true , status : 0 , QTime : 547 , None , FileProcessing :  551.307861328
None
3 , w14 , add , http://localhost:8983/solr/w14/ , b1 , commit :  true , status : 0 , QTime : 608 , None , FileProcessing :  612.031982422
None
4 , w14 , add , http://localhost:8983/solr/w14/ , b1 , commit :  true , status : 0 , QTime : 531 , None , FileProcessing :  535.511962891
None
5 , w14 , add , http://localhost:8983/solr/w14/ , b1 , commit :  true , status : 0 , QTime : 530 , None , FileProcessing :  533.656982422
None
1 , w15 , add , http://localhost:8983/solr/w15/ , b1 , commit :  true , status : 0 , QTime : 2480 , None , FileProcessing :  2488.88305664
None
2 , w15 , add , http://localhost:8983/solr/w15/ , b1 , commit :  true , status : 0 , QTime : 568 , None , FileProcessing :  571.390869141
None
3 , w15 , add , http://localhost:8983/solr/w15/ , b1 , commit :  true , status : 0 , QTime : 619 , None , FileProcessing :  623.2890625
None
4 , w15 , add , http://localhost:8983/solr/w15/ , b1 , commit :  true , status : 0 , QTime : 529 , None , FileProcessing :  533.381835938
None
5 , w15 , add , http://localhost:8983/solr/w15/ , b1 , commit :  true , status : 0 , QTime : 576 , None , FileProcessing :  580.498046875
None
